image_path,label,original_imagenet_label
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00002432.JPEG,tray,tray
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00032945.JPEG,stage,stage
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00001160.JPEG,throne,throne
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00005320.JPEG,stage,stage
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00041663.JPEG,stage,stage
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00003387.JPEG,hammer,hammer
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00007907.JPEG,hammer,hammer
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00003129.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00023651.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00003680.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00026564.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00029860.JPEG,hammer,hammer
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00025672.JPEG,throne,throne
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00044928.JPEG,hammer,hammer
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00041714.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00029320.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00016534.JPEG,throne,throne
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00038073.JPEG,throne,throne
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00011134.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00009152.JPEG,hammer,hammer
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00040912.JPEG,stage,stage
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00020114.JPEG,tray,tray
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00025789.JPEG,hammer,hammer
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00005748.JPEG,stage,stage
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00007693.JPEG,throne,throne
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00006379.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00025090.JPEG,stage,stage
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00039255.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00034048.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00045844.JPEG,throne,throne
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00009722.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00024578.JPEG,stage,stage
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00034309.JPEG,tray,tray
