image_path,label,original_imagenet_label
/datasets/imagenet/validation/n04192698/ILSVRC2012_val_00047613.JPEG,shield,"shield, buckler"
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00041587.JPEG,kimono,kimono
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00045027.JPEG,plate,plate
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00026587.JPEG,kimono,kimono
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00019703.JPEG,kimono,kimono
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00003229.JPEG,desk,desk
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00036651.JPEG,desk,desk
/datasets/imagenet/validation/n04192698/ILSVRC2012_val_00024994.JPEG,shield,"shield, buckler"
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00029870.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00039506.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00004939.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00027505.JPEG,desk,desk
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00021686.JPEG,plate,plate
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00012239.JPEG,desk,desk
/datasets/imagenet/validation/n04192698/ILSVRC2012_val_00032125.JPEG,shield,"shield, buckler"
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00016832.JPEG,church,"church, church building"
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00001611.JPEG,plate,plate
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00013674.JPEG,plate,plate
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00019711.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00049150.JPEG,desk,desk
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00021792.JPEG,kimono,kimono
/datasets/imagenet/validation/n04192698/ILSVRC2012_val_00044477.JPEG,shield,"shield, buckler"
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00006423.JPEG,desk,desk
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00009794.JPEG,kimono,kimono
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00014581.JPEG,plate,plate
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00016854.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00030858.JPEG,kimono,kimono
