image_path,label,original_imagenet_label
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00033676.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00045668.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00023885.JPEG,mask,mask
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00012423.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00031111.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00044669.JPEG,cloak,cloak
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00049579.JPEG,cloak,cloak
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00034135.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00010611.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00021377.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00007484.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00046955.JPEG,cloak,cloak
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00043713.JPEG,mask,mask
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00027135.JPEG,cloak,cloak
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00042641.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00021116.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00016753.JPEG,mask,mask
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00021552.JPEG,mask,mask
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00035738.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00013709.JPEG,cloak,cloak
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00006778.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00048782.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00030421.JPEG,cloak,cloak
