image_path,label,original_imagenet_label
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00044863.JPEG,throne,throne
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00039315.JPEG,hammer,hammer
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00020314.JPEG,hammer,hammer
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00006379.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00038146.JPEG,stage,stage
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00024424.JPEG,hammer,hammer
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00015962.JPEG,hammer,hammer
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00049109.JPEG,tray,tray
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00035142.JPEG,throne,throne
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00003129.JPEG,tray,tray
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00040912.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00011933.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00019936.JPEG,stage,stage
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00031263.JPEG,stage,stage
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00047166.JPEG,hammer,hammer
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00019297.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00034742.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00007391.JPEG,hammer,hammer
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00015583.JPEG,hammer,hammer
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00003680.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00024091.JPEG,stage,stage
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00038073.JPEG,throne,throne
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00000887.JPEG,hammer,hammer
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00025374.JPEG,throne,throne
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00026249.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00017250.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00020163.JPEG,stage,stage
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00013317.JPEG,tray,tray
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00029040.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00043921.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00003652.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00038953.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00008708.JPEG,tray,tray
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00046304.JPEG,throne,throne
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00025789.JPEG,hammer,hammer
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00039872.JPEG,throne,throne
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00002080.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00030346.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00030103.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00036598.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00021174.JPEG,stage,stage
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00028069.JPEG,hammer,hammer
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00025776.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00022297.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00026993.JPEG,hammer,hammer
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00005555.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00036840.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00049294.JPEG,stage,stage
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00042382.JPEG,throne,throne
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00044295.JPEG,throne,throne
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00001388.JPEG,stage,stage
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00042967.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00017991.JPEG,hammer,hammer
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00009722.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00028790.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00042327.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00038221.JPEG,hammer,hammer
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00041883.JPEG,throne,throne
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00019913.JPEG,throne,throne
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00031604.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04296562/ILSVRC2012_val_00041663.JPEG,stage,stage
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00037691.JPEG,tray,tray
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00016798.JPEG,tray,tray
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00007594.JPEG,tray,tray
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00028100.JPEG,throne,throne
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00020099.JPEG,tray,tray
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00003185.JPEG,tray,tray
/datasets/imagenet/validation/n02769748/ILSVRC2012_val_00029320.JPEG,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack"
/datasets/imagenet/validation/n04429376/ILSVRC2012_val_00041720.JPEG,throne,throne
/datasets/imagenet/validation/n03481172/ILSVRC2012_val_00018822.JPEG,hammer,hammer
/datasets/imagenet/validation/n04476259/ILSVRC2012_val_00011105.JPEG,tray,tray
