image_path,label,original_imagenet_label
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00016941.JPEG,mask,mask
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00032024.JPEG,cloak,cloak
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00045119.JPEG,cloak,cloak
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00046906.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00011018.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00040370.JPEG,cloak,cloak
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00033914.JPEG,cloak,cloak
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00030941.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00001303.JPEG,mask,mask
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00034135.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00006778.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00008378.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00049018.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00003788.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00036947.JPEG,cloak,cloak
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00049477.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00020819.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00025105.JPEG,cloak,cloak
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00004414.JPEG,cloak,cloak
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00021377.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00012353.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00021552.JPEG,mask,mask
/datasets/imagenet/validation/n03045698/ILSVRC2012_val_00023868.JPEG,cloak,cloak
/datasets/imagenet/validation/n03724870/ILSVRC2012_val_00038076.JPEG,mask,mask
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00041546.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
/datasets/imagenet/validation/n02892767/ILSVRC2012_val_00037058.JPEG,bra,"brassiere, bra, bandeau"
/datasets/imagenet/validation/n02129165/ILSVRC2012_val_00030575.JPEG,lion,"lion, king of beasts, Panthera leo"
/datasets/imagenet/validation/n04389033/ILSVRC2012_val_00032996.JPEG,tank,"tank, army tank, armored combat vehicle, armoured combat vehicle"
